Institute,Department,Category,Round,Opening Rank,Closing Rank
IIT Palakkad,EE,OBC-NCL,4,4159,6045
IIT Palakkad,EE,SC,4,7529,9189
IIT Palakkad,EE,ST,4,8940,10350
IIT Palakkad,CE,GEN,4,4944,6453
IIT Palakkad,CE,GEN-EWS,4,6054,6791
IIT Palakkad,CE,OBC-NCL,4,7025,7947
IIT Palakkad,CE,SC,4,12480,14065
IIT Palakkad,CE,ST,4,14952,15891
IIT Palakkad,ME,GEN,4,4040,5668
IIT Palakkad,ME,GEN-EWS,4,4817,6230
IIT Palakkad,ME,OBC-NCL,4,5678,6407
IIT Palakkad,ME,SC,4,9938,11629
IIT Palakkad,ME,ST,4,11982,13864
IIT Patna,CSE,GEN,4,545,1423
IIT Patna,CSE,GEN-EWS,4,679,1289
IIT Patna,CSE,OBC-NCL,4,781,1294
IIT Patna,CSE,SC,4,1291,2544
IIT Patna,CSE,ST,4,1420,2698
IIT Patna,ECE,GEN,4,1962,3832
IIT Patna,ECE,GEN-EWS,4,2307,4000
IIT Patna,ECE,OBC-NCL,4,2801,3998
IIT Patna,ECE,SC,4,5071,5669
IIT Patna,ECE,ST,4,5918,7033
IIT Patna,EE,GEN,4,3053,4427
IIT Patna,EE,GEN-EWS,4,3664,5248
IIT Patna,EE,OBC-NCL,4,4243,5683
IIT Patna,EE,SC,4,7505,8457
IIT Patna,EE,ST,4,9063,10902
IIT Patna,CE,GEN,4,4989,6522
IIT Patna,CE,GEN-EWS,4,6007,7110
IIT Patna,CE,OBC-NCL,4,7010,8408
IIT Patna,CE,SC,4,12516,13076
IIT Patna,CE,ST,4,14965,15541
IIT Patna,ME,GEN,4,3900,4653
IIT Patna,ME,GEN-EWS,4,4851,6194
IIT Patna,ME,OBC-NCL,4,5581,7496
IIT Patna,ME,SC,4,9972,10919
IIT Patna,ME,ST,4,12022,13037
IIT Roorkee,CSE,GEN,4,486,1636
IIT Roorkee,CSE,GEN-EWS,4,647,1489
IIT Roorkee,CSE,OBC-NCL,4,638,2589
IIT Roorkee,CSE,SC,4,1199,2441
IIT Roorkee,CSE,ST,4,1536,2626
IIT Roorkee,ECE,GEN,4,1940,3440
IIT Roorkee,ECE,GEN-EWS,4,2469,4453
IIT Roorkee,ECE,OBC-NCL,4,2707,4194
IIT Roorkee,ECE,SC,4,5009,6820
IIT Roorkee,ECE,ST,4,5922,6531
IIT Roorkee,EE,GEN,4,2992,3953
IIT Roorkee,EE,GEN-EWS,4,3516,4303
IIT Roorkee,EE,OBC-NCL,4,4232,4832
IIT Roorkee,EE,SC,4,7478,8727
IIT Roorkee,EE,ST,4,9042,9633
IIT Roorkee,CE,GEN,4,5067,6237
IIT Roorkee,CE,GEN-EWS,4,5954,7147
IIT Roorkee,CE,OBC-NCL,4,6980,7858
IIT Roorkee,CE,SC,4,12599,13511
IIT Roorkee,CE,ST,4,15002,15928
IIT Roorkee,ME,GEN,4,4043,4703
IIT Roorkee,ME,GEN-EWS,4,4812,5961
IIT Roorkee,ME,OBC-NCL,4,5679,7654
IIT Roorkee,ME,SC,4,9998,11708
IIT Roorkee,ME,ST,4,12061,12671
IIT Ropar,CSE,GEN,4,595,1651
IIT Ropar,CSE,GEN-EWS,4,603,2557
IIT Ropar,CSE,OBC-NCL,4,606,1759
IIT Ropar,CSE,SC,4,1162,2142
IIT Ropar,CSE,ST,4,1535,2868
IIT Ropar,ECE,GEN,4,2079,3199
IIT Ropar,ECE,GEN-EWS,4,2345,3138
IIT Ropar,ECE,OBC-NCL,4,2892,4032
IIT Ropar,ECE,SC,4,5035,6632
IIT Ropar,ECE,ST,4,6100,6768
IIT Ropar,EE,GEN,4,2978,4904
IIT Ropar,EE,GEN-EWS,4,3590,5426
IIT Ropar,EE,OBC-NCL,4,4187,5638
IIT Ropar,EE,SC,4,7561,8236
IIT Ropar,EE,ST,4,9095,10747
IIT Ropar,CE,GEN,4,4985,5765
IIT Ropar,CE,GEN-EWS,4,6093,7002
IIT Ropar,CE,OBC-NCL,4,7012,8738
IIT Ropar,CE,SC,4,12407,14091
IIT Ropar,CE,ST,4,14991,16227
IIT Ropar,ME,GEN,4,4007,5263
IIT Ropar,ME,GEN-EWS,4,4801,5864
IIT Ropar,ME,OBC-NCL,4,5615,7499
IIT Ropar,ME,SC,4,9942,10641
IIT Ropar,ME,ST,4,11923,13123
IIT Tirupati,CSE,GEN,4,446,1438
IIT Tirupati,CSE,GEN-EWS,4,693,2066
IIT Tirupati,CSE,OBC-NCL,4,606,1784
IIT Tirupati,CSE,SC,4,1340,2563
IIT Tirupati,CSE,ST,4,1542,3057
IIT Tirupati,ECE,GEN,4,2064,3853
IIT Tirupati,ECE,GEN-EWS,4,2328,3510
IIT Tirupati,ECE,OBC-NCL,4,2814,4241
IIT Tirupati,ECE,SC,4,4996,5619
IIT Tirupati,ECE,ST,4,6091,7578
IIT Tirupati,EE,GEN,4,2994,3634
IIT Tirupati,EE,GEN-EWS,4,3563,4654
IIT Tirupati,EE,OBC-NCL,4,4191,5329
IIT Tirupati,EE,SC,4,7544,8833
IIT Tirupati,EE,ST,4,8991,9933
IIT Tirupati,CE,GEN,4,4981,6136
IIT Tirupati,CE,GEN-EWS,4,6033,7789
IIT Tirupati,CE,OBC-NCL,4,7009,8894
IIT Tirupati,CE,SC,4,12522,13117
IIT Tirupati,CE,ST,4,15054,16966
IIT Tirupati,ME,GEN,4,4080,4869
IIT Tirupati,ME,GEN-EWS,4,4831,5538
IIT Tirupati,ME,OBC-NCL,4,5613,6899
IIT Tirupati,ME,SC,4,10096,11692
IIT Tirupati,ME,ST,4,11919,12879
IIT Bhilai,CSE,GEN,5,516,1641
IIT Bhilai,CSE,GEN-EWS,5,528,1473
IIT Bhilai,CSE,OBC-NCL,5,742,1937
IIT Bhilai,CSE,SC,5,1277,3114
IIT Bhilai,CSE,ST,5,1448,2404
IIT Bhilai,ECE,GEN,5,2073,3846
IIT Bhilai,ECE,GEN-EWS,5,2374,3199
IIT Bhilai,ECE,OBC-NCL,5,2855,4444
IIT Bhilai,ECE,SC,5,4954,5693
IIT Bhilai,ECE,ST,5,6087,6926
IIT Bhilai,EE,GEN,5,3042,3938
IIT Bhilai,EE,GEN-EWS,5,3530,5421
IIT Bhilai,EE,OBC-NCL,5,4267,4957
IIT Bhilai,EE,SC,5,7487,8497
IIT Bhilai,EE,ST,5,9082,10760
IIT Bhilai,CE,GEN,5,4931,6782
IIT Bhilai,CE,GEN-EWS,5,5945,6493
IIT Bhilai,CE,OBC-NCL,5,7081,8623
IIT Bhilai,CE,SC,5,12455,14371
IIT Bhilai,CE,ST,5,14933,16825
IIT Bhilai,ME,GEN,5,4050,5757
IIT Bhilai,ME,GEN-EWS,5,4843,6479
IIT Bhilai,ME,OBC-NCL,5,5541,6800
IIT Bhilai,ME,SC,5,9962,11132
IIT Bhilai,ME,ST,5,11903,13365
IIT Bhubaneswar,CSE,GEN,5,522,1756
IIT Bhubaneswar,CSE,GEN-EWS,5,619,1221
IIT Bhubaneswar,CSE,OBC-NCL,5,727,2721
IIT Bhubaneswar,CSE,SC,5,1344,1969
IIT Bhubaneswar,CSE,ST,5,1521,2626
IIT Bhubaneswar,ECE,GEN,5,1918,2617
IIT Bhubaneswar,ECE,GEN-EWS,5,2421,3547
IIT Bhubaneswar,ECE,OBC-NCL,5,2844,3809
IIT Bhubaneswar,ECE,SC,5,4940,6891
IIT Bhubaneswar,ECE,ST,5,5989,7296
IIT Bhubaneswar,EE,GEN,5,3049,4200
IIT Bhubaneswar,EE,GEN-EWS,5,3521,4699
IIT Bhubaneswar,EE,OBC-NCL,5,4152,4665
IIT Bhubaneswar,EE,SC,5,7477,8258
IIT Bhubaneswar,EE,ST,5,8978,10860
IIT Bhubaneswar,CE,GEN,5,4922,5630
IIT Bhubaneswar,CE,GEN-EWS,5,6051,6744
IIT Bhubaneswar,CE,OBC-NCL,5,7091,8317
IIT Bhubaneswar,CE,SC,5,12426,13870
IIT Bhubaneswar,CE,ST,5,14987,16287
IIT Bhubaneswar,ME,GEN,5,4010,5098
IIT Bhubaneswar,ME,GEN-EWS,5,4783,5303
IIT Bhubaneswar,ME,OBC-NCL,5,5524,7337
IIT Bhubaneswar,ME,SC,5,10070,10743
IIT Bhubaneswar,ME,ST,5,11930,12668
IIT Bombay,CSE,GEN,5,505,1641
IIT Bombay,CSE,GEN-EWS,5,698,2244
IIT Bombay,CSE,OBC-NCL,5,721,1320
IIT Bombay,CSE,SC,5,1171,2719
IIT Bombay,CSE,ST,5,1561,2685
IIT Bombay,ECE,GEN,5,1987,2784
IIT Bombay,ECE,GEN-EWS,5,2458,3615
IIT Bombay,ECE,OBC-NCL,5,2733,4008
IIT Bombay,ECE,SC,5,5086,6809
IIT Bombay,ECE,ST,5,5961,7850
IIT Bombay,EE,GEN,5,3067,3840
IIT Bombay,EE,GEN-EWS,5,3690,4248
IIT Bombay,EE,OBC-NCL,5,4259,4918
IIT Bombay,EE,SC,5,7528,9062
IIT Bombay,EE,ST,5,9052,10657
IIT Bombay,CE,GEN,5,5086,6862
IIT Bombay,CE,GEN-EWS,5,5949,6556
IIT Bombay,CE,OBC-NCL,5,7033,8271
IIT Bombay,CE,SC,5,12430,13836
IIT Bombay,CE,ST,5,14926,16698
IIT Bombay,ME,GEN,5,4023,5290
IIT Bombay,ME,GEN-EWS,5,4827,5472
IIT Bombay,ME,OBC-NCL,5,5511,6375
IIT Bombay,ME,SC,5,10064,10785
IIT Bombay,ME,ST,5,11922,13020
IIT Delhi,CSE,GEN,5,428,1539
IIT Delhi,CSE,GEN-EWS,5,530,1208
IIT Delhi,CSE,OBC-NCL,5,797,2301
IIT Delhi,CSE,SC,5,1317,3300
IIT Delhi,CSE,ST,5,1572,2196
IIT Delhi,ECE,GEN,5,1931,3442
IIT Delhi,ECE,GEN-EWS,5,2391,4120
IIT Delhi,ECE,OBC-NCL,5,2790,4782
IIT Delhi,ECE,SC,5,4962,6324
IIT Delhi,ECE,ST,5,6063,7622
IIT Delhi,EE,GEN,5,3054,4096
IIT Delhi,EE,GEN-EWS,5,3575,5256
IIT Delhi,EE,OBC-NCL,5,4195,6166
IIT Delhi,EE,SC,5,7572,9566
IIT Delhi,EE,ST,5,9006,10363
IIT Delhi,CE,GEN,5,4920,5921
IIT Delhi,CE,GEN-EWS,5,5939,6977
IIT Delhi,CE,OBC-NCL,5,7037,8549
IIT Delhi,CE,SC,5,12555,13783
IIT Delhi,CE,ST,5,14915,15707
IIT Delhi,ME,GEN,5,4002,5127
IIT Delhi,ME,GEN-EWS,5,4739,6341
IIT Delhi,ME,OBC-NCL,5,5626,6516
IIT Delhi,ME,SC,5,10029,10868
IIT Delhi,ME,ST,5,11992,13937
IIT Dharwad,CSE,GEN,5,470,1244
IIT Dharwad,CSE,GEN-EWS,5,685,2400
IIT Dharwad,CSE,OBC-NCL,5,775,2540
IIT Dharwad,CSE,SC,5,1203,1795
IIT Dharwad,CSE,ST,5,1547,2851
IIT Dharwad,ECE,GEN,5,1939,2790
IIT Dharwad,ECE,GEN-EWS,5,2382,3327
IIT Dharwad,ECE,OBC-NCL,5,2874,4842
IIT Dharwad,ECE,SC,5,4986,5726
IIT Dharwad,ECE,ST,5,5907,7306
IIT Dharwad,EE,GEN,5,2939,4540
IIT Dharwad,EE,GEN-EWS,5,3560,5315
IIT Dharwad,EE,OBC-NCL,5,4147,6087
IIT Dharwad,EE,SC,5,7527,8333
IIT Dharwad,EE,ST,5,9000,9687
IIT Dharwad,CE,GEN,5,4946,6577
IIT Dharwad,CE,GEN-EWS,5,5977,7189
IIT Dharwad,CE,OBC-NCL,5,6988,8561
IIT Dharwad,CE,SC,5,12512,13278
IIT Dharwad,CE,ST,5,14992,16879
IIT Dharwad,ME,GEN,5,3986,5040
IIT Dharwad,ME,GEN-EWS,5,4868,6416
IIT Dharwad,ME,OBC-NCL,5,5641,6711
IIT Dharwad,ME,SC,5,10014,10568
IIT Dharwad,ME,ST,5,12059,14050
IIT Dhanbad (ISM),CSE,GEN,5,487,1983
IIT Dhanbad (ISM),CSE,GEN-EWS,5,685,1512
IIT Dhanbad (ISM),CSE,OBC-NCL,5,754,1474
IIT Dhanbad (ISM),CSE,SC,5,1169,2162
IIT Dhanbad (ISM),CSE,ST,5,1524,2072
IIT Dhanbad (ISM),ECE,GEN,5,1939,3043
IIT Dhanbad (ISM),ECE,GEN-EWS,5,2377,2889
IIT Dhanbad (ISM),ECE,OBC-NCL,5,2848,4339
IIT Dhanbad (ISM),ECE,SC,5,5050,6413
IIT Dhanbad (ISM),ECE,ST,5,6040,7950
IIT Dhanbad (ISM),EE,GEN,5,3035,4793
IIT Dhanbad (ISM),EE,GEN-EWS,5,3607,5044
IIT Dhanbad (ISM),EE,OBC-NCL,5,4239,5285
IIT Dhanbad (ISM),EE,SC,5,7492,8247
IIT Dhanbad (ISM),EE,ST,5,9023,10655
IIT Dhanbad (ISM),CE,GEN,5,5095,6016
IIT Dhanbad (ISM),CE,GEN-EWS,5,5957,6620
IIT Dhanbad (ISM),CE,OBC-NCL,5,7004,8824
IIT Dhanbad (ISM),CE,SC,5,12495,14380
IIT Dhanbad (ISM),CE,ST,5,15014,15974
IIT Dhanbad (ISM),ME,GEN,5,4053,5731
IIT Dhanbad (ISM),ME,GEN-EWS,5,4782,5963
IIT Dhanbad (ISM),ME,OBC-NCL,5,5639,7600
IIT Dhanbad (ISM),ME,SC,5,9960,11482
IIT Dhanbad (ISM),ME,ST,5,12069,13991
IIT Gandhinagar,CSE,GEN,5,566,2152
IIT Gandhinagar,CSE,GEN-EWS,5,610,1921
IIT Gandhinagar,CSE,OBC-NCL,5,632,2265
IIT Gandhinagar,CSE,SC,5,1270,2077
IIT Gandhinagar,CSE,ST,5,1594,3339
IIT Gandhinagar,ECE,GEN,5,2037,3149
IIT Gandhinagar,ECE,GEN-EWS,5,2400,4137
IIT Gandhinagar,ECE,OBC-NCL,5,2793,3676
IIT Gandhinagar,ECE,SC,5,5088,6473
IIT Gandhinagar,ECE,ST,5,5993,7977
IIT Gandhinagar,EE,GEN,5,2908,4061
IIT Gandhinagar,EE,GEN-EWS,5,3546,5339
IIT Gandhinagar,EE,OBC-NCL,5,4122,4669
IIT Gandhinagar,EE,SC,5,7556,9439
IIT Gandhinagar,EE,ST,5,8940,9588
IIT Gandhinagar,CE,GEN,5,5073,6063
IIT Gandhinagar,CE,GEN-EWS,5,5992,7449
IIT Gandhinagar,CE,OBC-NCL,5,7075,7641
IIT Gandhinagar,CE,SC,5,12541,13539
IIT Gandhinagar,CE,ST,5,15076,16394
IIT Gandhinagar,ME,GEN,5,4018,5896
IIT Gandhinagar,ME,GEN-EWS,5,4839,5665
IIT Gandhinagar,ME,OBC-NCL,5,5675,7524
IIT Gandhinagar,ME,SC,5,10073,11192
IIT Gandhinagar,ME,ST,5,12088,12828
IIT Goa,CSE,GEN,5,592,2493
IIT Goa,CSE,GEN-EWS,5,509,1543
IIT Goa,CSE,OBC-NCL,5,699,2602
IIT Goa,CSE,SC,5,1169,2813
IIT Goa,CSE,ST,5,1567,2260
IIT Goa,ECE,GEN,5,1994,3379
IIT Goa,ECE,GEN-EWS,5,2328,4060
IIT Goa,ECE,OBC-NCL,5,2801,4328
IIT Goa,ECE,SC,5,4990,6659
IIT Goa,ECE,ST,5,5903,6721
IIT Goa,EE,GEN,5,2971,3637
IIT Goa,EE,GEN-EWS,5,3576,4531
IIT Goa,EE,OBC-NCL,5,4198,5248
IIT Goa,EE,SC,5,7567,8420
IIT Goa,EE,ST,5,9005,10061
IIT Goa,CE,GEN,5,4930,5837
IIT Goa,CE,GEN-EWS,5,5971,7146
IIT Goa,CE,OBC-NCL,5,6961,8872
IIT Goa,CE,SC,5,12459,13377
IIT Goa,CE,ST,5,15048,15769
IIT Goa,ME,GEN,5,3993,4503
IIT Goa,ME,GEN-EWS,5,4724,6356
IIT Goa,ME,OBC-NCL,5,5698,6660
IIT Goa,ME,SC,5,10082,10596
IIT Goa,ME,ST,5,11996,13197
IIT Guwahati,CSE,GEN,5,410,2231
IIT Guwahati,CSE,GEN-EWS,5,671,1586
IIT Guwahati,CSE,OBC-NCL,5,733,1994
IIT Guwahati,CSE,SC,5,1233,3133
IIT Guwahati,CSE,ST,5,1447,2947
IIT Guwahati,ECE,GEN,5,1935,3890
IIT Guwahati,ECE,GEN-EWS,5,2469,4336
IIT Guwahati,ECE,OBC-NCL,5,2700,3252
IIT Guwahati,ECE,SC,5,4930,5897
IIT Guwahati,ECE,ST,5,6045,7769
IIT Guwahati,EE,GEN,5,3034,3857
IIT Guwahati,EE,GEN-EWS,5,3511,4267
IIT Guwahati,EE,OBC-NCL,5,4163,5817
IIT Guwahati,EE,SC,5,7508,8400
IIT Guwahati,EE,ST,5,9005,10116
IIT Guwahati,CE,GEN,5,5099,6341
IIT Guwahati,CE,GEN-EWS,5,6053,8046
IIT Guwahati,CE,OBC-NCL,5,6911,7645
IIT Guwahati,CE,SC,5,12430,13338
IIT Guwahati,CE,ST,5,14945,16371
IIT Guwahati,ME,GEN,5,4048,5001
IIT Guwahati,ME,GEN-EWS,5,4842,6601
IIT Guwahati,ME,OBC-NCL,5,5608,6175
IIT Guwahati,ME,SC,5,10003,11483
IIT Guwahati,ME,ST,5,11981,13630
IIT Hyderabad,CSE,GEN,5,570,1721
IIT Hyderabad,CSE,GEN-EWS,5,639,1606
IIT Hyderabad,CSE,OBC-NCL,5,667,1619
IIT Hyderabad,CSE,SC,5,1262,1862
IIT Hyderabad,CSE,ST,5,1462,2512
IIT Hyderabad,ECE,GEN,5,1922,3037
IIT Hyderabad,ECE,GEN-EWS,5,2480,3626
IIT Hyderabad,ECE,OBC-NCL,5,2883,4641
IIT Hyderabad,ECE,SC,5,5025,6359
IIT Hyderabad,ECE,ST,5,6067,6986
IIT Hyderabad,EE,GEN,5,3046,4579
IIT Hyderabad,EE,GEN-EWS,5,3608,4491
IIT Hyderabad,EE,OBC-NCL,5,4108,5318
IIT Hyderabad,EE,SC,5,7511,9482
IIT Hyderabad,EE,ST,5,8961,10690
IIT Hyderabad,CE,GEN,5,5050,5645
IIT Hyderabad,CE,GEN-EWS,5,5990,7580
IIT Hyderabad,CE,OBC-NCL,5,6981,8278
IIT Hyderabad,CE,SC,5,12530,13821
IIT Hyderabad,CE,ST,5,15094,16491
IIT Hyderabad,ME,GEN,5,4020,4853
IIT Hyderabad,ME,GEN-EWS,5,4868,5385
IIT Hyderabad,ME,OBC-NCL,5,5669,7054
IIT Hyderabad,ME,SC,5,10091,11372
IIT Hyderabad,ME,ST,5,11953,13644
IIT Indore,CSE,GEN,5,583,2280
IIT Indore,CSE,GEN-EWS,5,690,2257
IIT Indore,CSE,OBC-NCL,5,777,1431
IIT Indore,CSE,SC,5,1277,2137
IIT Indore,CSE,ST,5,1412,2904
IIT Indore,ECE,GEN,5,1906,3226
IIT Indore,ECE,GEN-EWS,5,2340,3449
IIT Indore,ECE,OBC-NCL,5,2749,4505
IIT Indore,ECE,SC,5,4996,6909
IIT Indore,ECE,ST,5,6100,7614
IIT Indore,EE,GEN,5,3041,4850
IIT Indore,EE,GEN-EWS,5,3585,5053
IIT Indore,EE,OBC-NCL,5,4159,5010
IIT Indore,EE,SC,5,7522,9008
IIT Indore,EE,ST,5,8900,10332
IIT Indore,CE,GEN,5,5100,6965
IIT Indore,CE,GEN-EWS,5,5954,7475
IIT Indore,CE,OBC-NCL,5,6914,8320
IIT Indore,CE,SC,5,12490,13845
IIT Indore,CE,ST,5,15057,15967
IIT Indore,ME,GEN,5,4032,5701
IIT Indore,ME,GEN-EWS,5,4726,6402
IIT Indore,ME,OBC-NCL,5,5689,7315
IIT Indore,ME,SC,5,9921,11568
IIT Indore,ME,ST,5,12036,13743
IIT Jammu,CSE,GEN,5,455,1871
IIT Jammu,CSE,GEN-EWS,5,575,2369
IIT Jammu,CSE,OBC-NCL,5,700,1862
IIT Jammu,CSE,SC,5,1342,2264
IIT Jammu,CSE,ST,5,1543,2991
IIT Jammu,ECE,GEN,5,2092,2789
IIT Jammu,ECE,GEN-EWS,5,2334,2887
IIT Jammu,ECE,OBC-NCL,5,2738,4287
IIT Jammu,ECE,SC,5,5070,5833
IIT Jammu,ECE,ST,5,6013,7858
IIT Jammu,EE,GEN,5,3033,4580
IIT Jammu,EE,GEN-EWS,5,3640,5280
IIT Jammu,EE,OBC-NCL,5,4157,5892
IIT Jammu,EE,SC,5,7426,9141
IIT Jammu,EE,ST,5,8940,9760
IIT Jammu,CE,GEN,5,5043,6367
IIT Jammu,CE,GEN-EWS,5,5993,7250
IIT Jammu,CE,OBC-NCL,5,6930,7573
IIT Jammu,CE,SC,5,12527,13342
IIT Jammu,CE,ST,5,14964,16423
IIT Jammu,ME,GEN,5,4038,6030
IIT Jammu,ME,GEN-EWS,5,4816,5764
IIT Jammu,ME,OBC-NCL,5,5591,7061
IIT Jammu,ME,SC,5,10037,10778
IIT Jammu,ME,ST,5,12092,13161
IIT Jodhpur,CSE,GEN,5,405,1408
IIT Jodhpur,CSE,GEN-EWS,5,637,2569
IIT Jodhpur,CSE,OBC-NCL,5,746,1932
IIT Jodhpur,CSE,SC,5,1272,2906
IIT Jodhpur,CSE,ST,5,1422,2777
IIT Jodhpur,ECE,GEN,5,2018,3846
IIT Jodhpur,ECE,GEN-EWS,5,2449,3343
IIT Jodhpur,ECE,OBC-NCL,5,2783,4165
IIT Jodhpur,ECE,SC,5,4915,6157
IIT Jodhpur,ECE,ST,5,5980,7307
IIT Jodhpur,EE,GEN,5,3067,3788
IIT Jodhpur,EE,GEN-EWS,5,3599,5458
IIT Jodhpur,EE,OBC-NCL,5,4293,4974
IIT Jodhpur,EE,SC,5,7429,8940
IIT Jodhpur,EE,ST,5,8969,10243
IIT Jodhpur,CE,GEN,5,4960,6318
IIT Jodhpur,CE,GEN-EWS,5,5917,7330
IIT Jodhpur,CE,OBC-NCL,5,7050,8310
IIT Jodhpur,CE,SC,5,12499,13561
IIT Jodhpur,CE,ST,5,15078,15767
IIT Jodhpur,ME,GEN,5,3989,5087
IIT Jodhpur,ME,GEN-EWS,5,4869,5927
IIT Jodhpur,ME,OBC-NCL,5,5663,7216
IIT Jodhpur,ME,SC,5,9937,10871
IIT Jodhpur,ME,ST,5,11903,13426
IIT Kanpur,CSE,GEN,5,455,1681
IIT Kanpur,CSE,GEN-EWS,5,525,1540
IIT Kanpur,CSE,OBC-NCL,5,645,1616
IIT Kanpur,CSE,SC,5,1340,1859
IIT Kanpur,CSE,ST,5,1467,2116
IIT Kanpur,ECE,GEN,5,1988,2713
IIT Kanpur,ECE,GEN-EWS,5,2382,4200
IIT Kanpur,ECE,OBC-NCL,5,2708,4103
IIT Kanpur,ECE,SC,5,4936,6032
IIT Kanpur,ECE,ST,5,6100,7599
IIT Kanpur,EE,GEN,5,3063,5001
IIT Kanpur,EE,GEN-EWS,5,3635,5196
IIT Kanpur,EE,OBC-NCL,5,4240,5838
IIT Kanpur,EE,SC,5,7439,8580
IIT Kanpur,EE,ST,5,8983,10551
IIT Kanpur,CE,GEN,5,4944,5936
IIT Kanpur,CE,GEN-EWS,5,6054,6660
IIT Kanpur,CE,OBC-NCL,5,7062,8015
IIT Kanpur,CE,SC,5,12407,14331
IIT Kanpur,CE,ST,5,15006,15510
IIT Kanpur,ME,GEN,5,3999,5444
IIT Kanpur,ME,GEN-EWS,5,4871,5698
IIT Kanpur,ME,OBC-NCL,5,5506,7046
IIT Kanpur,ME,SC,5,9975,11860
IIT Kanpur,ME,ST,5,11951,13623
IIT Kharagpur,CSE,GEN,5,421,2167
IIT Kharagpur,CSE,GEN-EWS,5,637,1470
IIT Kharagpur,CSE,OBC-NCL,5,651,1331
IIT Kharagpur,CSE,SC,5,1198,3017
IIT Kharagpur,CSE,ST,5,1581,2809
IIT Kharagpur,ECE,GEN,5,2055,3221
IIT Kharagpur,ECE,GEN-EWS,5,2457,3387
IIT Kharagpur,ECE,OBC-NCL,5,2798,4043
IIT Kharagpur,ECE,SC,5,4962,6305
IIT Kharagpur,ECE,ST,5,5984,7246
IIT Kharagpur,EE,GEN,5,2906,3600
IIT Kharagpur,EE,GEN-EWS,5,3561,5026
IIT Kharagpur,EE,OBC-NCL,5,4181,5178
IIT Kharagpur,EE,SC,5,7591,8202
IIT Kharagpur,EE,ST,5,9056,9754
IIT Kharagpur,CE,GEN,5,5081,6638
IIT Kharagpur,CE,GEN-EWS,5,5990,6883
IIT Kharagpur,CE,OBC-NCL,5,6956,7944
IIT Kharagpur,CE,SC,5,12414,14367
IIT Kharagpur,CE,ST,5,15021,16476
IIT Kharagpur,ME,GEN,5,3968,5176
IIT Kharagpur,ME,GEN-EWS,5,4764,6406
IIT Kharagpur,ME,OBC-NCL,5,5602,6520
IIT Kharagpur,ME,SC,5,10055,10898
IIT Kharagpur,ME,ST,5,12005,12822
IIT Madras,CSE,GEN,5,479,2035
IIT Madras,CSE,GEN-EWS,5,544,2501
IIT Madras,CSE,OBC-NCL,5,754,2318
IIT Madras,CSE,SC,5,1331,2323
IIT Madras,CSE,ST,5,1444,3332
IIT Madras,ECE,GEN,5,1951,2790
IIT Madras,ECE,GEN-EWS,5,2401,3213
IIT Madras,ECE,OBC-NCL,5,2861,4734
IIT Madras,ECE,SC,5,5100,6797
IIT Madras,ECE,ST,5,6042,8006
IIT Madras,EE,GEN,5,3070,4735
IIT Madras,EE,GEN-EWS,5,3687,5139
IIT Madras,EE,OBC-NCL,5,4281,5478
IIT Madras,EE,SC,5,7509,8629
IIT Madras,EE,ST,5,9085,10624
IIT Madras,CE,GEN,5,5042,5597
IIT Madras,CE,GEN-EWS,5,6087,8076
IIT Madras,CE,OBC-NCL,5,6964,8277
IIT Madras,CE,SC,5,12432,13239
IIT Madras,CE,ST,5,15085,15982
IIT Madras,ME,GEN,5,3928,4958
IIT Madras,ME,GEN-EWS,5,4704,5662
IIT Madras,ME,OBC-NCL,5,5646,7085
IIT Madras,ME,SC,5,10006,11033
IIT Madras,ME,ST,5,11978,13252
IIT Mandi,CSE,GEN,5,556,1085
IIT Mandi,CSE,GEN-EWS,5,683,1538
IIT Mandi,CSE,OBC-NCL,5,799,1479
IIT Mandi,CSE,SC,5,1232,2639
IIT Mandi,CSE,ST,5,1528,3051
IIT Mandi,ECE,GEN,5,2066,3338
IIT Mandi,ECE,GEN-EWS,5,2415,4311
IIT Mandi,ECE,OBC-NCL,5,2710,4035
IIT Mandi,ECE,SC,5,5037,6391
IIT Mandi,ECE,ST,5,6067,7967
IIT Mandi,EE,GEN,5,2940,4743
IIT Mandi,EE,GEN-EWS,5,3697,5426
IIT Mandi,EE,OBC-NCL,5,4273,5521
IIT Mandi,EE,SC,5,7418,8964
IIT Mandi,EE,ST,5,8974,10348
IIT Mandi,CE,GEN,5,5070,6242
IIT Mandi,CE,GEN-EWS,5,5925,7496
IIT Mandi,CE,OBC-NCL,5,7047,8365
IIT Mandi,CE,SC,5,12556,14330
IIT Mandi,CE,ST,5,14921,16851
IIT Mandi,ME,GEN,5,3947,4513
IIT Mandi,ME,GEN-EWS,5,4859,6698
IIT Mandi,ME,OBC-NCL,5,5620,6601
IIT Mandi,ME,SC,5,10053,10805
IIT Mandi,ME,ST,5,11977,12853
IIT Nagpur,CSE,GEN,5,526,1512
IIT Nagpur,CSE,GEN-EWS,5,525,2148
IIT Nagpur,CSE,OBC-NCL,5,800,1731
IIT Nagpur,CSE,SC,5,1236,2526
IIT Nagpur,CSE,ST,5,1556,2690
IIT Nagpur,ECE,GEN,5,2076,3535
IIT Nagpur,ECE,GEN-EWS,5,2424,3476
IIT Nagpur,ECE,OBC-NCL,5,2849,3666
IIT Nagpur,ECE,SC,5,4954,6085
IIT Nagpur,ECE,ST,5,6067,7854
