Round,Institute,Department,Category,Opening Rank,Closing Rank
5,NIT Andhra Pradesh,Electrical Engineering,GEN,6951,9518
5,NIT Andhra Pradesh,Electrical Engineering,OBC-NCL,6242,7521
5,NIT Andhra Pradesh,Electrical Engineering,SC,10745,12972
5,NIT Andhra Pradesh,Electrical Engineering,ST,10451,10929
5,NIT Andhra Pradesh,Electrical Engineering,GEN-EWS,9556,10221
6,NIT Andhra Pradesh,Computer Science and Engineering,GEN,6300,7403
6,NIT Andhra Pradesh,Computer Science and Engineering,OBC-NCL,4440,6732
6,NIT Andhra Pradesh,Computer Science and Engineering,SC,6749,6904
6,NIT Andhra Pradesh,Computer Science and Engineering,ST,14759,15916
6,NIT Andhra Pradesh,Computer Science and Engineering,GEN-EWS,14651,14906
6,NIT Andhra Pradesh,Electronics and Communication Engineering,GEN,6944,9804
6,NIT Andhra Pradesh,Electronics and Communication Engineering,OBC-NCL,3621,4585
6,NIT Andhra Pradesh,Electronics and Communication Engineering,SC,13283,14976
6,NIT Andhra Pradesh,Electronics and Communication Engineering,ST,3745,5786
6,NIT Andhra Pradesh,Electronics and Communication Engineering,GEN-EWS,7339,8294
6,NIT Andhra Pradesh,Mechanical Engineering,GEN,4782,7066
6,NIT Andhra Pradesh,Mechanical Engineering,OBC-NCL,771,2736
6,NIT Andhra Pradesh,Mechanical Engineering,SC,9446,10730
6,NIT Andhra Pradesh,Mechanical Engineering,ST,7915,9818
6,NIT Andhra Pradesh,Mechanical Engineering,GEN-EWS,2878,4976
6,NIT Andhra Pradesh,Civil Engineering,GEN,5166,7882
6,NIT Andhra Pradesh,Civil Engineering,OBC-NCL,13714,14552
6,NIT Andhra Pradesh,Civil Engineering,SC,18,1677
6,NIT Andhra Pradesh,Civil Engineering,ST,9815,11818
6,NIT Andhra Pradesh,Civil Engineering,GEN-EWS,14415,16906
6,NIT Andhra Pradesh,Electrical Engineering,GEN,6621,7159
6,NIT Andhra Pradesh,Electrical Engineering,OBC-NCL,4742,7671
6,NIT Andhra Pradesh,Electrical Engineering,SC,5436,6278
6,NIT Andhra Pradesh,Electrical Engineering,ST,7976,8753
6,NIT Andhra Pradesh,Electrical Engineering,GEN-EWS,4550,6225
1,NIT Arunachal Pradesh,Computer Science and Engineering,GEN,4394,5374
1,NIT Arunachal Pradesh,Computer Science and Engineering,OBC-NCL,11918,12463
1,NIT Arunachal Pradesh,Computer Science and Engineering,SC,14416,17173
1,NIT Arunachal Pradesh,Computer Science and Engineering,ST,10035,11377
1,NIT Arunachal Pradesh,Computer Science and Engineering,GEN-EWS,657,3613
1,NIT Arunachal Pradesh,Electronics and Communication Engineering,GEN,13103,16075
1,NIT Arunachal Pradesh,Electronics and Communication Engineering,OBC-NCL,9660,9922
1,NIT Arunachal Pradesh,Electronics and Communication Engineering,SC,11746,13161
1,NIT Arunachal Pradesh,Electronics and Communication Engineering,ST,12508,14626
1,NIT Arunachal Pradesh,Electronics and Communication Engineering,GEN-EWS,7872,10161
1,NIT Arunachal Pradesh,Mechanical Engineering,GEN,12134,13229
1,NIT Arunachal Pradesh,Mechanical Engineering,OBC-NCL,12948,13386
1,NIT Arunachal Pradesh,Mechanical Engineering,SC,5897,8212
1,NIT Arunachal Pradesh,Mechanical Engineering,ST,6638,9499
1,NIT Arunachal Pradesh,Mechanical Engineering,GEN-EWS,3234,4063
1,NIT Arunachal Pradesh,Civil Engineering,GEN,1428,4199
1,NIT Arunachal Pradesh,Civil Engineering,OBC-NCL,11815,12653
1,NIT Arunachal Pradesh,Civil Engineering,SC,4506,4872
1,NIT Arunachal Pradesh,Civil Engineering,ST,7017,7729
1,NIT Arunachal Pradesh,Civil Engineering,GEN-EWS,1619,3695
1,NIT Arunachal Pradesh,Electrical Engineering,GEN,9477,10741
1,NIT Arunachal Pradesh,Electrical Engineering,OBC-NCL,6830,8241
1,NIT Arunachal Pradesh,Electrical Engineering,SC,2167,2888
1,NIT Arunachal Pradesh,Electrical Engineering,ST,1178,1734
1,NIT Arunachal Pradesh,Electrical Engineering,GEN-EWS,6752,7416
2,NIT Arunachal Pradesh,Computer Science and Engineering,GEN,13233,13296
2,NIT Arunachal Pradesh,Computer Science and Engineering,OBC-NCL,6772,9548
2,NIT Arunachal Pradesh,Computer Science and Engineering,SC,11822,13387
2,NIT Arunachal Pradesh,Computer Science and Engineering,ST,7162,9967
2,NIT Arunachal Pradesh,Computer Science and Engineering,GEN-EWS,9396,10405
2,NIT Arunachal Pradesh,Electronics and Communication Engineering,GEN,14956,16471
2,NIT Arunachal Pradesh,Electronics and Communication Engineering,OBC-NCL,3026,4587
2,NIT Arunachal Pradesh,Electronics and Communication Engineering,SC,1560,2935
2,NIT Arunachal Pradesh,Electronics and Communication Engineering,ST,1808,3687
2,NIT Arunachal Pradesh,Electronics and Communication Engineering,GEN-EWS,14358,15140
2,NIT Arunachal Pradesh,Mechanical Engineering,GEN,4013,6102
2,NIT Arunachal Pradesh,Mechanical Engineering,OBC-NCL,8888,11605
2,NIT Arunachal Pradesh,Mechanical Engineering,SC,13347,16011
2,NIT Arunachal Pradesh,Mechanical Engineering,ST,13888,15917
2,NIT Arunachal Pradesh,Mechanical Engineering,GEN-EWS,5308,5641
2,NIT Arunachal Pradesh,Civil Engineering,GEN,7399,8126
2,NIT Arunachal Pradesh,Civil Engineering,OBC-NCL,8039,9033
2,NIT Arunachal Pradesh,Civil Engineering,SC,5464,5805
2,NIT Arunachal Pradesh,Civil Engineering,ST,11030,13907
2,NIT Arunachal Pradesh,Civil Engineering,GEN-EWS,3394,5707
2,NIT Arunachal Pradesh,Electrical Engineering,GEN,6131,7911
2,NIT Arunachal Pradesh,Electrical Engineering,OBC-NCL,2081,3585
2,NIT Arunachal Pradesh,Electrical Engineering,SC,3043,3442
2,NIT Arunachal Pradesh,Electrical Engineering,ST,4373,7032
2,NIT Arunachal Pradesh,Electrical Engineering,GEN-EWS,13417,14177
3,NIT Arunachal Pradesh,Computer Science and Engineering,GEN,5422,5577
3,NIT Arunachal Pradesh,Computer Science and Engineering,OBC-NCL,8514,9740
3,NIT Arunachal Pradesh,Computer Science and Engineering,SC,3848,4583
3,NIT Arunachal Pradesh,Computer Science and Engineering,ST,8604,10748
3,NIT Arunachal Pradesh,Computer Science and Engineering,GEN-EWS,1003,2996
3,NIT Arunachal Pradesh,Electronics and Communication Engineering,GEN,10773,10946
3,NIT Arunachal Pradesh,Electronics and Communication Engineering,OBC-NCL,8987,10913
3,NIT Arunachal Pradesh,Electronics and Communication Engineering,SC,2296,4234
3,NIT Arunachal Pradesh,Electronics and Communication Engineering,ST,8473,10410
3,NIT Arunachal Pradesh,Electronics and Communication Engineering,GEN-EWS,11198,14189
3,NIT Arunachal Pradesh,Mechanical Engineering,GEN,6264,6341
3,NIT Arunachal Pradesh,Mechanical Engineering,OBC-NCL,14377,16511
3,NIT Arunachal Pradesh,Mechanical Engineering,SC,6456,9372
3,NIT Arunachal Pradesh,Mechanical Engineering,ST,711,1107
3,NIT Arunachal Pradesh,Mechanical Engineering,GEN-EWS,14315,15100
3,NIT Arunachal Pradesh,Civil Engineering,GEN,7377,9879
3,NIT Arunachal Pradesh,Civil Engineering,OBC-NCL,10360,12762
3,NIT Arunachal Pradesh,Civil Engineering,SC,4780,6515
3,NIT Arunachal Pradesh,Civil Engineering,ST,13753,15318
3,NIT Arunachal Pradesh,Civil Engineering,GEN-EWS,9249,9724
3,NIT Arunachal Pradesh,Electrical Engineering,GEN,6066,9044
3,NIT Arunachal Pradesh,Electrical Engineering,OBC-NCL,9148,10204
3,NIT Arunachal Pradesh,Electrical Engineering,SC,4548,6771
3,NIT Arunachal Pradesh,Electrical Engineering,ST,11476,12133
3,NIT Arunachal Pradesh,Electrical Engineering,GEN-EWS,12688,12829
4,NIT Arunachal Pradesh,Computer Science and Engineering,GEN,7288,7804
4,NIT Arunachal Pradesh,Computer Science and Engineering,OBC-NCL,5592,7332
4,NIT Arunachal Pradesh,Computer Science and Engineering,SC,7231,8001
4,NIT Arunachal Pradesh,Computer Science and Engineering,ST,1778,4686
4,NIT Arunachal Pradesh,Computer Science and Engineering,GEN-EWS,14768,17616
4,NIT Arunachal Pradesh,Electronics and Communication Engineering,GEN,8704,10413
4,NIT Arunachal Pradesh,Electronics and Communication Engineering,OBC-NCL,10154,11567
4,NIT Arunachal Pradesh,Electronics and Communication Engineering,SC,8858,11086
4,NIT Arunachal Pradesh,Electronics and Communication Engineering,ST,10718,12289
4,NIT Arunachal Pradesh,Electronics and Communication Engineering,GEN-EWS,13690,16157
4,NIT Arunachal Pradesh,Mechanical Engineering,GEN,820,1973
4,NIT Arunachal Pradesh,Mechanical Engineering,OBC-NCL,3751,5887
4,NIT Arunachal Pradesh,Mechanical Engineering,SC,10014,11971
4,NIT Arunachal Pradesh,Mechanical Engineering,ST,2740,3098
4,NIT Arunachal Pradesh,Mechanical Engineering,GEN-EWS,13168,13509
4,NIT Arunachal Pradesh,Civil Engineering,GEN,3680,5112
4,NIT Arunachal Pradesh,Civil Engineering,OBC-NCL,10683,11784
4,NIT Arunachal Pradesh,Civil Engineering,SC,2749,3731
4,NIT Arunachal Pradesh,Civil Engineering,ST,10572,11220
4,NIT Arunachal Pradesh,Civil Engineering,GEN-EWS,7561,8326
4,NIT Arunachal Pradesh,Electrical Engineering,GEN,9603,11118
4,NIT Arunachal Pradesh,Electrical Engineering,OBC-NCL,10024,11002
4,NIT Arunachal Pradesh,Electrical Engineering,SC,3804,6195
4,NIT Arunachal Pradesh,Electrical Engineering,ST,12021,12370
4,NIT Arunachal Pradesh,Electrical Engineering,GEN-EWS,1620,4116
5,NIT Arunachal Pradesh,Computer Science and Engineering,GEN,3950,6816
5,NIT Arunachal Pradesh,Computer Science and Engineering,OBC-NCL,13387,13538
5,NIT Arunachal Pradesh,Computer Science and Engineering,SC,2712,5559
5,NIT Arunachal Pradesh,Computer Science and Engineering,ST,3829,5276
5,NIT Arunachal Pradesh,Computer Science and Engineering,GEN-EWS,2153,3293
5,NIT Arunachal Pradesh,Electronics and Communication Engineering,GEN,9063,9336
5,NIT Arunachal Pradesh,Electronics and Communication Engineering,OBC-NCL,12965,15930
5,NIT Arunachal Pradesh,Electronics and Communication Engineering,SC,13077,15238
5,NIT Arunachal Pradesh,Electronics and Communication Engineering,ST,6216,9209
5,NIT Arunachal Pradesh,Electronics and Communication Engineering,GEN-EWS,13481,15156
5,NIT Arunachal Pradesh,Mechanical Engineering,GEN,11246,12222
5,NIT Arunachal Pradesh,Mechanical Engineering,OBC-NCL,2232,3396
5,NIT Arunachal Pradesh,Mechanical Engineering,SC,9823,11626
5,NIT Arunachal Pradesh,Mechanical Engineering,ST,10393,10843
5,NIT Arunachal Pradesh,Mechanical Engineering,GEN-EWS,295,840
5,NIT Arunachal Pradesh,Civil Engineering,GEN,8781,9543
5,NIT Arunachal Pradesh,Civil Engineering,OBC-NCL,7190,9737
5,NIT Arunachal Pradesh,Civil Engineering,SC,12156,12569
5,NIT Arunachal Pradesh,Civil Engineering,ST,14853,16598
5,NIT Arunachal Pradesh,Civil Engineering,GEN-EWS,12648,13022
5,NIT Arunachal Pradesh,Electrical Engineering,GEN,4620,5951
5,NIT Arunachal Pradesh,Electrical Engineering,OBC-NCL,13219,13885
5,NIT Arunachal Pradesh,Electrical Engineering,SC,14458,16447
5,NIT Arunachal Pradesh,Electrical Engineering,ST,6526,8775
5,NIT Arunachal Pradesh,Electrical Engineering,GEN-EWS,13887,15118
6,NIT Arunachal Pradesh,Computer Science and Engineering,GEN,2313,5141
6,NIT Arunachal Pradesh,Computer Science and Engineering,OBC-NCL,4249,5486
6,NIT Arunachal Pradesh,Computer Science and Engineering,SC,2894,4227
6,NIT Arunachal Pradesh,Computer Science and Engineering,ST,1764,3358
6,NIT Arunachal Pradesh,Computer Science and Engineering,GEN-EWS,7712,9442
6,NIT Arunachal Pradesh,Electronics and Communication Engineering,GEN,9784,12263
6,NIT Arunachal Pradesh,Electronics and Communication Engineering,OBC-NCL,4015,5468
6,NIT Arunachal Pradesh,Electronics and Communication Engineering,SC,3220,3740
6,NIT Arunachal Pradesh,Electronics and Communication Engineering,ST,4553,6699
6,NIT Arunachal Pradesh,Electronics and Communication Engineering,GEN-EWS,8669,9390
6,NIT Arunachal Pradesh,Mechanical Engineering,GEN,1396,4144
6,NIT Arunachal Pradesh,Mechanical Engineering,OBC-NCL,9539,11997
6,NIT Arunachal Pradesh,Mechanical Engineering,SC,10784,13308
6,NIT Arunachal Pradesh,Mechanical Engineering,ST,7247,9804
6,NIT Arunachal Pradesh,Mechanical Engineering,GEN-EWS,6877,9457
6,NIT Arunachal Pradesh,Civil Engineering,GEN,8118,10070
6,NIT Arunachal Pradesh,Civil Engineering,OBC-NCL,8022,9770
6,NIT Arunachal Pradesh,Civil Engineering,SC,5166,5268
6,NIT Arunachal Pradesh,Civil Engineering,ST,3926,6309
6,NIT Arunachal Pradesh,Civil Engineering,GEN-EWS,5094,7855
6,NIT Arunachal Pradesh,Electrical Engineering,GEN,4487,5944
6,NIT Arunachal Pradesh,Electrical Engineering,OBC-NCL,5184,8025
6,NIT Arunachal Pradesh,Electrical Engineering,SC,9547,12152
6,NIT Arunachal Pradesh,Electrical Engineering,ST,9748,10843
6,NIT Arunachal Pradesh,Electrical Engineering,GEN-EWS,14449,14629
1,NIT Bhopal,Computer Science and Engineering,GEN,13381,16337
1,NIT Bhopal,Computer Science and Engineering,OBC-NCL,13896,15418
1,NIT Bhopal,Computer Science and Engineering,SC,1032,3181
1,NIT Bhopal,Computer Science and Engineering,ST,7009,8700
1,NIT Bhopal,Computer Science and Engineering,GEN-EWS,8394,10084
1,NIT Bhopal,Electronics and Communication Engineering,GEN,2156,3305
1,NIT Bhopal,Electronics and Communication Engineering,OBC-NCL,3128,3785
1,NIT Bhopal,Electronics and Communication Engineering,SC,6425,9289
1,NIT Bhopal,Electronics and Communication Engineering,ST,14904,15119
1,NIT Bhopal,Electronics and Communication Engineering,GEN-EWS,9508,11654
1,NIT Bhopal,Mechanical Engineering,GEN,3166,3598
1,NIT Bhopal,Mechanical Engineering,OBC-NCL,4622,6038
1,NIT Bhopal,Mechanical Engineering,SC,9593,11212
1,NIT Bhopal,Mechanical Engineering,ST,9445,10826
1,NIT Bhopal,Mechanical Engineering,GEN-EWS,13786,14947
1,NIT Bhopal,Civil Engineering,GEN,12219,13906
1,NIT Bhopal,Civil Engineering,OBC-NCL,10373,12500
1,NIT Bhopal,Civil Engineering,SC,6643,8046
1,NIT Bhopal,Civil Engineering,ST,14061,15291
1,NIT Bhopal,Civil Engineering,GEN-EWS,4590,6361
1,NIT Bhopal,Electrical Engineering,GEN,9197,11092
1,NIT Bhopal,Electrical Engineering,OBC-NCL,9846,12247
1,NIT Bhopal,Electrical Engineering,SC,12936,14164
1,NIT Bhopal,Electrical Engineering,ST,11090,12083
1,NIT Bhopal,Electrical Engineering,GEN-EWS,1714,4655
2,NIT Bhopal,Computer Science and Engineering,GEN,14638,16068
2,NIT Bhopal,Computer Science and Engineering,OBC-NCL,11570,13834
2,NIT Bhopal,Computer Science and Engineering,SC,11922,14793
2,NIT Bhopal,Computer Science and Engineering,ST,1971,4963
2,NIT Bhopal,Computer Science and Engineering,GEN-EWS,2355,3019
2,NIT Bhopal,Electronics and Communication Engineering,GEN,2924,3120
2,NIT Bhopal,Electronics and Communication Engineering,OBC-NCL,12435,13514
2,NIT Bhopal,Electronics and Communication Engineering,SC,832,2282
2,NIT Bhopal,Electronics and Communication Engineering,ST,10930,13013
2,NIT Bhopal,Electronics and Communication Engineering,GEN-EWS,4281,6449
2,NIT Bhopal,Mechanical Engineering,GEN,5248,8086
2,NIT Bhopal,Mechanical Engineering,OBC-NCL,9801,11305
2,NIT Bhopal,Mechanical Engineering,SC,11843,14368
2,NIT Bhopal,Mechanical Engineering,ST,14297,14630
2,NIT Bhopal,Mechanical Engineering,GEN-EWS,14792,15563
2,NIT Bhopal,Civil Engineering,GEN,7372,7672
2,NIT Bhopal,Civil Engineering,OBC-NCL,6356,6538
2,NIT Bhopal,Civil Engineering,SC,13909,14037
2,NIT Bhopal,Civil Engineering,ST,2890,4474
2,NIT Bhopal,Civil Engineering,GEN-EWS,8375,10306
2,NIT Bhopal,Electrical Engineering,GEN,10788,12023
2,NIT Bhopal,Electrical Engineering,OBC-NCL,7154,10046
2,NIT Bhopal,Electrical Engineering,SC,3496,6231
2,NIT Bhopal,Electrical Engineering,ST,13397,15104
2,NIT Bhopal,Electrical Engineering,GEN-EWS,1170,3703
3,NIT Bhopal,Computer Science and Engineering,GEN,4613,5071
3,NIT Bhopal,Computer Science and Engineering,OBC-NCL,4998,6859
3,NIT Bhopal,Computer Science and Engineering,SC,13491,14645
3,NIT Bhopal,Computer Science and Engineering,ST,9351,11289
3,NIT Bhopal,Computer Science and Engineering,GEN-EWS,8231,8290
3,NIT Bhopal,Electronics and Communication Engineering,GEN,10810,12647
3,NIT Bhopal,Electronics and Communication Engineering,OBC-NCL,12982,13384
3,NIT Bhopal,Electronics and Communication Engineering,SC,3872,4481
3,NIT Bhopal,Electronics and Communication Engineering,ST,12893,14390
3,NIT Bhopal,Electronics and Communication Engineering,GEN-EWS,1716,3323
3,NIT Bhopal,Mechanical Engineering,GEN,4885,7497
3,NIT Bhopal,Mechanical Engineering,OBC-NCL,8483,10770
3,NIT Bhopal,Mechanical Engineering,SC,1108,2585
3,NIT Bhopal,Mechanical Engineering,ST,11000,13027
3,NIT Bhopal,Mechanical Engineering,GEN-EWS,4739,6906
3,NIT Bhopal,Civil Engineering,GEN,1135,3110
3,NIT Bhopal,Civil Engineering,OBC-NCL,6303,7182
3,NIT Bhopal,Civil Engineering,SC,1648,4439
3,NIT Bhopal,Civil Engineering,ST,10214,10600
3,NIT Bhopal,Civil Engineering,GEN-EWS,1828,2833
3,NIT Bhopal,Electrical Engineering,GEN,2434,4456
3,NIT Bhopal,Electrical Engineering,OBC-NCL,377,2500
3,NIT Bhopal,Electrical Engineering,SC,8498,9095
3,NIT Bhopal,Electrical Engineering,ST,3337,4858
3,NIT Bhopal,Electrical Engineering,GEN-EWS,1081,3276
4,NIT Bhopal,Computer Science and Engineering,GEN,12907,14881
4,NIT Bhopal,Computer Science and Engineering,OBC-NCL,5674,5861
4,NIT Bhopal,Computer Science and Engineering,SC,8333,9978
4,NIT Bhopal,Computer Science and Engineering,ST,4875,5206
4,NIT Bhopal,Computer Science and Engineering,GEN-EWS,10343,10931
4,NIT Bhopal,Electronics and Communication Engineering,GEN,8402,9063
4,NIT Bhopal,Electronics and Communication Engineering,OBC-NCL,12593,12984
4,NIT Bhopal,Electronics and Communication Engineering,SC,10578,10771
4,NIT Bhopal,Electronics and Communication Engineering,ST,2149,4067
4,NIT Bhopal,Electronics and Communication Engineering,GEN-EWS,10567,13340
4,NIT Bhopal,Mechanical Engineering,GEN,13827,16556
4,NIT Bhopal,Mechanical Engineering,OBC-NCL,13487,13846
4,NIT Bhopal,Mechanical Engineering,SC,4410,6376
4,NIT Bhopal,Mechanical Engineering,ST,13550,15498
4,NIT Bhopal,Mechanical Engineering,GEN-EWS,7707,8943
4,NIT Bhopal,Civil Engineering,GEN,213,2725
4,NIT Bhopal,Civil Engineering,OBC-NCL,2582,2807
4,NIT Bhopal,Civil Engineering,SC,4663,6921
4,NIT Bhopal,Civil Engineering,ST,3241,4207
4,NIT Bhopal,Civil Engineering,GEN-EWS,12907,13295
4,NIT Bhopal,Electrical Engineering,GEN,13366,14137
4,NIT Bhopal,Electrical Engineering,OBC-NCL,10763,12547
4,NIT Bhopal,Electrical Engineering,SC,2300,2989
4,NIT Bhopal,Electrical Engineering,ST,3142,3824
4,NIT Bhopal,Electrical Engineering,GEN-EWS,6581,8918
5,NIT Bhopal,Computer Science and Engineering,GEN,6040,8275
5,NIT Bhopal,Computer Science and Engineering,OBC-NCL,9516,12219
5,NIT Bhopal,Computer Science and Engineering,SC,12946,13490
5,NIT Bhopal,Computer Science and Engineering,ST,996,2635
5,NIT Bhopal,Computer Science and Engineering,GEN-EWS,4320,7168
5,NIT Bhopal,Electronics and Communication Engineering,GEN,14645,16907
5,NIT Bhopal,Electronics and Communication Engineering,OBC-NCL,12863,13538
5,NIT Bhopal,Electronics and Communication Engineering,SC,8374,8692
5,NIT Bhopal,Electronics and Communication Engineering,ST,748,1001
5,NIT Bhopal,Electronics and Communication Engineering,GEN-EWS,12813,13732
5,NIT Bhopal,Mechanical Engineering,GEN,11209,11936
5,NIT Bhopal,Mechanical Engineering,OBC-NCL,4495,5506
5,NIT Bhopal,Mechanical Engineering,SC,3895,4819
5,NIT Bhopal,Mechanical Engineering,ST,7760,10717
5,NIT Bhopal,Mechanical Engineering,GEN-EWS,10424,13316
5,NIT Bhopal,Civil Engineering,GEN,12281,14357
5,NIT Bhopal,Civil Engineering,OBC-NCL,5433,5807
5,NIT Bhopal,Civil Engineering,SC,14812,15261
5,NIT Bhopal,Civil Engineering,ST,6674,8902
5,NIT Bhopal,Civil Engineering,GEN-EWS,11774,13424
5,NIT Bhopal,Electrical Engineering,GEN,2431,2861
5,NIT Bhopal,Electrical Engineering,OBC-NCL,6879,7513
5,NIT Bhopal,Electrical Engineering,SC,3923,3995
5,NIT Bhopal,Electrical Engineering,ST,7925,10481
5,NIT Bhopal,Electrical Engineering,GEN-EWS,12483,14001
6,NIT Bhopal,Computer Science and Engineering,GEN,7309,9873
6,NIT Bhopal,Computer Science and Engineering,OBC-NCL,12512,13326
6,NIT Bhopal,Computer Science and Engineering,SC,5189,6658
6,NIT Bhopal,Computer Science and Engineering,ST,5809,7469
